id,dialogue
13829718,"Sean: What happened? You know anything?
Angela: No. What about?
Sean: What do you mean, what about?
Sean: Didn't you see Frank's face after his meeting with our boss.
Angela: Now, that you mention. Yeah, Frank didn't look happy at all.
Sean: Exactly, that's what I mean.
Angela: But what could've happened.
Sean: I asked it first.
Angela: Right. But you and Frank are pals.
Angela: I'm sure you know more than I.
Sean: Well, I know something.
Angela: What?
Sean: But it couldn't be that.
Angela: Couldn't be what?
Sean: Frank went out with this woman.
Angela: What woman?
Sean: Do you know Mr. Brown?
Angela: Mr. Brown? Like CEO of our major client?
Sean: That one.
Angela: What about him?
Sean: I think Frank went out with his wife.
Angela: Oh, boy!:0"
13816634,"Mark: Cracow?
Lucy: No, Warsaw
Lucy: why?
Mark: I will be 2morrow in Cracow and then we're going to the mountains :D
Lucy: which mountains?
Mark: Tatras..
Lucy: really? 
Lucy: bastard, why didn't u tell me before?
Mark: it's a last minute choice.
Mark: but we still have a place in the car:D
Lucy: how long u wanna stay there?
Mark: till Monday
Lucy: hmm....
Lucy: what time are u leaving?
Mark: 2morrow aftrer work, around 5, I guess.
Lucy: so u want to sleep in Cracow?
Mark: probably yes.
Mark: still not sure..
Lucy: how many pple?
Mark: 4 or 5 if u're coming ^^
Lucy: Yes, I'm in! 
Lucy: and we can sleep at my place ;-)
Mark: perfect, thx!
Mark: I'll add you to the group where we discuss the details
Lucy: thx."
13680308,"Will: About that project...
Jane: What about it?
Will: I think we should all meet up to work on it together. This will probably be more efficient than everyone doing their parts alone and then trying to combine it.
Jane: Hmm, I think you're right.
Will: I can't get in touch with Sam, though.
Jane: Ah, I remember him telling me he's deleted his Facebook.
Will: But why?
Jane: I think he said something about a social media detox?
Will: Hmm... I guess I'd like to do that too sometime, but it sounds... difficult.
Jane: Difficult?
Will: I mean, everyone uses Facebook to talk now. It feels like you'd be left out of things?
Jane: Maybe a little, but you can still use WhatsApp and so on.
Will: Ah, true.
Jane: Anyway, weren't we supposed to be discussing the project?
Will: Right, sorry about that.
Jane: Do you want me to contact Sam? I could call him in a few.
Will: That would be great.
Jane: I guess we should suggest something. Does Saturday sound okay to you?
Will: Yeah, I'm free.
Jane: Perfect. Let's hope he'll be okay with that too, we really need to work on that already.
Will: The deadline is next Friday, isn't it?
Jane: It is and I wouldn't count on an extension...
Will: Right... Let me know as soon as you find out!
Jane: Don't worry, I will!"
13611599,"Mom: How are you doing sweetie?
Kim: Hey Mom, I'm ok
Mom: Are you all settled in your new place?
Kim: Pretty much, April is coming over in a sec. to help me organize things.
Mom: Ok. It's only been 2 days and I miss you already.
Kim: I know, I miss you too, but I can always get on a flight and be there in just a few hours.
Mom: Save your money for now, Christmas is coming :)
Kim: I know. But I was looking into bus routes and the prices aren't so bad. A return is just $140.
Mom: That's pretty good! We'll see as we get closer to Christmas. Do you have your schedule from school yet?
Kim: I'm supposed to get it tomorrow. Hopefully, it won't be too taxing. I mean, I'm here to learn, but it's gonna take me a while to adapt to everything,  you know?
Mom: Of course, every new situation seems daunting at first, but you'll manage.
Kim: I know, I'm a smart cookie :)
Mom: Yes, you are, you always were. 
Kim: Hold on, April is here.
Mom: Ok
Kim: I'll call you tomorrow through WhatsUp, ok?
Mom: Ok. Say hi to April for me
Kim: I will
Mom: Bye, don't stay up too late. You don't wanna be late for your first class.
Kim: Ok :) Bye"
13729902,"Aiden: Was there a pain points sheet for this new ERP system?
Grace: Not that I have seen. Shall I call them?
Aiden: Please.
Grace: They said they sent a packet of stuff to Greg.
Aiden: Can you check with Greg?
Grace: He's out of the office, on vacation this week. Let me find someone in his office to check his mail.
Aiden: Great.
Grace: They found the packet and are sending it over in today's interoffice.
Aiden: Great.
Grace: Shall I start the ball rolling with the accounting staff?
Aiden: You may as well wait until the packet arrives. No need to do things they haven't asked for.
Grace: Okay, no problem.
Aiden: Too bad we wasted time waiting for that packet!
Grace: Just poor timing, his being out.
Aiden: I suppose. We can't expect them to know.
Grace: No, he just secured the contract. We have to take it from here.
Aiden: Exactly.
Grace: It shouldn't delay things too much. We'll prioritize it here.
Aiden: Yes, we shouldn't delay.
Grace: I'll get the whole staff on it when it arrives. Don't worry.
Aiden: Thanks!"
13680292,"Brenda: Hello bro, you've got an invalid sister. I fell in the bathroom and badly hit my side. Can hardly move now.
Andy: Good gracious! How did you manage that?
Brenda: The floor was wet after I had a shower and I wanted to shake the rug, moved too fast, slipped, and hit with a thump my left side below the breast against the edge of the bathtub. Took my breath away for a sec. I even yelled or groaned or gasped. Anyway I was on the floor, shocked. Absolutely shocked. I thought, so that's how it happens. But I managed to get up and didn't realise the pain until I stretched to put my nighty on. Oh bro... Horrible....
Andy: You could have killed yourself. Where are you now?
Brenda: In bed. But I can hardly move. It's very painful all over the body. SHIIIIT!
Andy: Maybe you should call in an ambulance? Are you sure you haven't broken something? A rib?
Brenda: No, then I'd be howling with pain. It's just the impact of the fall that has, I don't know, damaged the tissue. Whatever I have here. Fat I suppose. It has to heal by itself.
Andy: Can you breath normally?
Brenda: Yes. I can't take a deep breath though.
Andy: Can you touch your bruised side? Is it swollen? Red?
Brenda: I can touch it, not press of course, but stroke. No, it isn't swollen. The skin is as usual, no discolouration. But this will come later, I suppose.
Andy: Not necessarily. It might as well remain unaffected. I mean the epidermis, the skin itself. Though I'd expect it to develop a bruise.
Andy: Are you coughing? Coughing blood?
Brenda: God! No! I'll see how I feel in the morning. I just need a rest. I feel so rotten, bro...
Andy: My worry would be that you've damaged something inside you. You know, split spleen, punctured lung.That sort of thing.You just watch your body.
Brenda: Yes, I will. I understand what you mean. I thought so as well. Just see how I feel tomorrow morning. Fucking hell! I can hardly pull myself up.
Andy: If I were you, I would go and see the doc first thing in the morning.
Brenda: And he'll send me to have an x-ray. I can't bear the thought of driving or even walking.
Andy: Well, he can come to your place and you'll be driven to hospital in an ambulance.
Brenda: You stop scaring the shit out of me! I am not that invalid. It's just bloody painful but I think I'm in one piece.
Andy: I don't know Brenda. One shouldn't take it too light those falls. You may still be in a state of shock and are underrating your condition. Will you phone me first thing in the morning please? Still from bed? Luise is gone by 7:30, so you won't be waking anyone up.
Brenda: OK brother. I will give you a call. Of course if I'm still alive.
Andy: Sister!! Anyway I wish you a good night's sleep. Have a good rest!
Brenda: Thanks bro. Sleep tight too. 
Brenda: And don't worry about me."
13819842,"Tommy: do you think Sheila's hot?
Elsie: I guess she's good looking. Why do you ask?
Grant: She's a 6/7 I'd say
Elsie: great job not objectifying women, Grant
Grant: what, it's a useful scale. I don't mind measuring guys with it too
Grant: either way - why do you ask?
Tommy: I was wondering if Stanley could be hitting on her.
Elsie: stanley the asshole who claims he dates only models?
Tommy: that Stanley
Elsie: doesn't really seem his type, at least according to what he himself says
Grant: you know that's a lot of bullshit right
Elsie: I know he doesn't DATE models, but maybe he's only attracted to chicks like that
Tommy: the thing is I really like Sheila and now he has suddenly taken an interest in her
Grant: soo have you asked her out?
Tommy: not yet
Grant: then what the fuck are you waiting for? Do you want her to end up with that douchebag?
Elsie: i'm actually with Grant on that.
Tommy: I know, you're right guys, I'm going to make my move.
Grant: That's my man!
Elsie: there's nothing to wait for man, she seems to like you too
Tommy: you think so?
Elsie: I'm not in her head, but have you noticed how she's all smiles when you come around?
Tommy: ok, I'm asking her out right now.
Grant: you go girl"
13728329,"Dad: Jon, when are you coming back for xmas? 
Jon: Well I haven't booked the flights yet
Dad: How come? you should book 'em asap! 
Jon: Yea thanks dad for reminding me 
Dad: Auntie Shayla is coming here on the 20th dec
Jon: I should fly home with her then!
Dad: Yep, she's heading back to Toronto after new year's eve 
Jon: Hmm sounds like a good plan to me. I should give her a call 
Dad: Yes. We are excited to see y'all 
Jon: Do you want anything from here? 
Dad: xmas gifts 
Jon: oh yea, I have to do some shopping xd thx for reminding me about that too 
Dad: Are you bringing Shyann home? 
Jon: No, she's going to her parents for xmas. I can't afford air tix for her xd 
Dad: Flights are fckn expensive
Jon: Ikr 
Dad: Where is she from already? 
Jon: Charlottetown 
Jon: PEI
Dad: Will she fly there? 
Jon: Yea but it's cheaper to fly to PEI than to Sask. 
Dad: I see. Book your tickets now and we'll talk about our next holiday excursions at home. Mom is excited to see y'all for Christmas.
Jon: K will do! ttyl"
13820181,"Renata: How's writing of your BA thesis going?
Vera: I hate this question
Vera: Too many people ask about that and I always have to think hard how to explain my tardiness...
Renata: hahaha
Renata: That's so typical, I have the same!
Renata: But I'm asking to make sure that it's not only me who still doesn't care too much :)
Oscar: And I'm no better than any of you
Oscar: This phenomenon is called 'procrastination'
Vera: What you've said just hits home
Charlie: Hi guys
Charlie: Quite a serious topic here
Charlie: If it's any consolation for you, I've got a huge amount of catching up to do, too...
Renata: Hey Charlie, welcome to the club of procrastinators
Charlie: I'm with you, like it or not...
Charlie: Everytime I sit at the computer ready and motivated to write, strangely something comes up
Oscar: True. And if nothing comes up, you realize that there's actually something more important to do... at this very moment
Renata: It sounds as if you were telling my story
Vera: This phenomenon is a perfect topic for some scientific analyzis
Renata: Yeah, seventh heaven for psychologists.
Oscar: Well, whatever...
Oscar: At least this year I've got my clothes washed, furniture dusted and windows cleaned. More often then ever before
Charlie: Well done, Oscar. Look at the bright side, they say
Charlie: Last time I was ready to write and suddenly I realized that the net curtains hanging in my room need refreshment
Charlie: Now they're the cleanest and neatest curtains in the whole city
Vera: Well, Charlie... Congrats!
Renata: We're like the band playing on the sinking Titanic, really
Charlie: Yeah... The melody's beautiful but the situation we're all in is hopeless
Renata: #lifeisbrutal #truestory"
13730383,"Catherine: Feeling better?
Bridgette: nope, still puking.
Catherine: omg poor thing...
Bridgette: i've never felt worse in my entire life
Catherine: Did they say how long it's going to be like that?
Bridgette: 3-4 days unfortunately
Catherine: o.O <file_gif>
Bridgette: yeah... I am NOT a happy camper.
Catherine: Can I help in any way?
Bridgette: No, thank you, sweets...
Catherine: Maybe try to sleep as much as you can?
Bridgette: Oh, and I got my period on top of that.
Catherine: Sweet Lord, are you kidding me? :D
Bridgette: I'm not shitting you... (pun intended) 
Catherine: Sorry, but loooool :D
Bridgette: I'm pretty mockable, laugh all you want... I don't care anymore.
Catherine: I'm sending you a virtual hug!! <3
Bridgette: oh God no.
Catherine: OK, get some rest :D
Bridgette: will try..."
13729121,"Chris: Guess what S'dad has done now!
Kas: what>
Chris: He says he is taking S to Spain at Christmas!!!
Kas: can he?
Chris: No I have the passport but...
Kas: idiot!
Chris: Why is he always so unreasonable! I have been asking him to confirm for months!!
Kas: Yes....and now it's only 3 weeks away! 
Chris: He never changes!
Kas: Does S know? Does he want to go with him?
Chris: No he is adamant he is staying here but his dad is v angry so....
Kas: He is very difficult to deal with
Chris: I know!!!!!!!! 
Chris: Why didn't he plan this before? I have already booked a childminder and made plans.  
Kas: It is too late now!
Chris: I know
Kas: what are you going to do?
Chris: No idea ....tried to talk to him but he just cut me off.  So mature!
Kas: Poor you! It's going to be a turbulent few days until he calms down, if he does.
Chris: I know...he is exhausting!
Kas: Good luck!
Chris: Thanks!"
13681271,"Smith: Good morning Ms. Kowalsky.
Kowalsky: Good morning Mr. Smith. What can I do for you?
Smith: Could you take a look through your front window, towards the north?
Kowalsky: Certainly, Mr. Smith. I am going.
Smith: Can you see this grayish creature underneath the bush there?
Kowalsky: Yes. I can see something.
Smith: Can you say what is it?
Kowalsky: It's a small animal.
Smith: What kind of animal?
Kowalsky: Oh my God, it's a puppy.
Smith: That's what I thought.
Kowalsky: Oh, dear! Where does it come from?
Smith: Either it got lost somehow, or someone just threw it out.
Kowalsky: People can be so cruel.
Smith: I wonder what we should do?
Kowalsky: I suppose we should call authorities.
Smith: Good idea! You call them Ms. Kowalsky.
Kowalsky: Why should I? You are the one that spotted it!
Smith: But it's on your property.
Kowalsky: I should have known. Men are like that!
Smith: We have too many foreigners in this country. That's the problem!"
13811934,"Hillary: I’m feeling really stupid right now
Hillary: I think I misunderstood
Hillary: And I’ve been waiting for a package to arrive at the location where they’re collected for me in Japan
Hillary: But it’s all already there
Hillary: At least I think so
Hillary: It’s just my mistake... and I’ve been waiting
Hillary: I could’ve had it all shipped here last week… eh…
Vanessa: I didn't understand the thing about the package?
Vanessa: Oh I think I understand now
Hillary: I ordered some things from Yahoo Auctions
Vanessa: You've been waiting but it was already there?
Hillary: But then I got two emails
Hillary: As if it was shipped in two separate packages
Hillary: And I got one, but not the other one - I can’t have them delivered to home, so I use a service in Japan where they collect packages for me and then send them all at once when I request it
Hillary: But now it turns out that I might have been mistaken, I thought I’d ordered more than I actually had
Hillary: And it was all shipped at once, I just misunderstood
Hillary: That’s what I think it is
Hillary: I’ve been waiting for the other package to arrive so I could have everything shipped here, but there’s probably no other package
Hillary: It’s just… me and my mistake
Vanessa: Ahhh
Vanessa: Happens to the best
Vanessa: If it were me, I'd probably think the same, I don't understand Japanese at all, haha"
13730139,"Joe: Hi Mia,  i bought our tickets for October
Mia: Thailand, here we are... great, i can't wait
Joe: I book an hostel in Bangkok, near the Royal Palace
Mia: an hostel?
Joe: yes it's very well situated in the  heart of the city
Mia: but hostel are too basic and often incomfortable
Joe: but not that expensive my dear.
Mia: don't you think we could afford to spend  our holidays in a nice hotel?
Joe: i'd like to experience the local atmosphere
Mia: I'd prefer to be in a quiet place, and clean ... with a swimming pool  and a spa
Joe: Mia, but we'll be  on a beautiful  island  just after, no need for a swimming pool
Mia: I'm sure your hostel  would be full of backpackers who would speak loud  and late at night 
Joe: no it's in the center, nice place, i assure you
Mia: if you say so
Joe: yes my dear, i promise we'll have a wonderful hotel in Ko Chang
Mia: the paradise on earth?
Joe: yes that one
Mia: ok but only two nights in your hostel
Joe: come on Mia, you know we can't afford a 5 stars hotel for 2 weeks
Mia: you're so mean!!!
Joe: Listen 
Mia: No i'm busy. See  you  tonight . We'll decide about it
Joe: ok , hope you'll be in a better mood
Mia: don't worry, we'll  fine some  compromise. Love you"
13728233,"Macy: Hello lovely, how was you weekend?
Helen: Hi! all good thanks, we had a great time!
Macy: you went to London didn't you?
Helen: Yeah we met up with some friends from Spain, haven't seen them for ages!!
Macy: So what made you meet in london?
Helen: It was her 40th and he surprised her with a trip to where they used to live. She didn't have a clue!!
Macy: wow, thats really cool! well done to her boyfriend!
Helen: There were some other friends there as well, some from Spain, so cool they managed to keep it a surprise!
Macy: did you know any of those other people already?
Helen: Some we had met before, some were new. 
Macy: Is london difficult with a group? We are going with Jeffrey's family soon and I am dreading travelling with a large group...
Helen: This was ok actually as the group kept splitting up in smaller groups, depending on peoples interests. 
Macy: How do you mean?
Helen: Well, we spend as much time as we could with our friends from Spain as we never get to see them, whereas her sister sees her all the time and wanted to do sightseeing in London. But we would then meet up later on again. 
Macy: Nice balance then?
Helen: Yeah it was good. Dinner with more than 10 was difficult though.
Macy: Maybe I should look into reserving a table then?
Helen: I would, especially if you have people with a particular taste or if you need to eat at a certain time. We were mega flexible and ended up eating at 22.30 in a Thai...
Macy: I better reserve a table somewhere then, we have kids with us as well...
Helen: Then I think you'd better indeed. Give Charles a ring, he knows London very well and might have some good tips of restaurants. 
Macy: Good idea, I'll call him now!
Helen: Good Luck
Macy: Thanks lovely!"
13716861,"Beth: hey, you know what's up with Dana?
Beth: I called her yesterday, today... she doesn't pick up my calls, I'm worried :(
Cristina: another failed IVF :(
Beth: oh dear... :(
Julia: I talked to her before weekend she's very depressed
Julia: honestly, I have no idea how to help her
Cristina: and her sister is pregnant again...
Beth: omg
Cristina: yeah... she doesn't want to talk to anyone right now
Cristina: Harry says she goes to work everyday and so on but she's very very sad and anxious :(
Julia: I can't even imagine what she's going through
Julia: Just want her to know we are here for her
Cristina: it was 3rd attempt and Harry says she doessnt want to try anymore
Beth: well I can understand that, after all these disappointments...
Cristina: plus its so expensive
Beth: they could apply for a refund but u know, thats not the real problem
Julia: it just seems so unfair
Julia: she wants it so much
Cristina: I think she just needs some time on her own now
Beth: you know, Dana is a bit of a control freak
Beth: dont mean this in a bad way
Beth: but this situation is out of her control, again and again. she did everything and it's not working, so its hard for her
Cristina: totally agree
Beth: ok, please let me know if you get any news
Cristina: okay I will
Julia: I will"
13821665,"Eva: Ava is selfish af! 
Paul: What happened? 
Eva: Jan and Ava made out 
Eva: Ava knows that Jan is with Maria 
Eva: So Jan cheated on Maria
Ashley: Oh no 😯
Ashley: This doesn't sound good
Eva: I know Jan is such a douche
Paul: Lol everyone knows that
Paul: Ava is also that type of bitchy 
Ashley: Does Maria know? 
Eva: No she doesn't 🤧
Ashley: u know he cheated on her
Eva: I saw them at Twisted Tartan yesterday 
Eva: I knew Ava liked Jan 
Eva: She always gave him eye contact 
Ashley: This is very drama
Ashley: I don't think we should tell Maria
Paul: She would be pissed
Eva: The truth will be revealed anyway 
Paul: None of our business tho 
Ashley: True
Ashley: I think we just have to tell Maria to pay more attention on him then 🦊
Eva: Good idea 🦊"
13682139,"Sam: hi
Guy: hello
Sam: what's upp?
Guy: playing
Sam: what are you playing?
Guy: Witcher 3
Sam: have you read books?
Guy: books?
Sam: don't you know that Witcher is based on books?
Guy: didn't know
Sam: there are a serie of a books written by polish author
Guy: polish?
Sam: yup, his name is Andrzej Sapkowski
Guy: never heard
Guy: have you read it?
Sam: yeah, a few times
Sam: they are really great
Guy: hmm
Guy: where can i get them?
Sam: i will borrow you
Sam: i have them all"
13729512,"Scarlett: I got two tickets for a ballet on Friday evening.
Scarlett: Would you like to go with me?
Victoria: Hi, thanks for asking, but I already have plans. 
Scarlett: It's a pity :( 
Victoria: Yes. I'd like to go with you, but we are invited to Peter's friends for diner. 
Scarlett: I see. 
Scarlett: So, how is it between you two?
Victoria: Oh, you know. 
Victoria: Sometimes it's better, sometimes worse...
Scarlett: You don't sound enthusiastic about it...
Victoria: Maybe I'm a bit tired.
Scarlett: Of Peter?
Victoria: Of some of his vices.
Scarlett: Like what?
Scarlett: Not that he doesn't have vices...
Victoria: Well, sometimes he's very undecided and it drives me mad. 
Victoria: Or too childlish. 
Scarlett: Did you talk about it?
Victoria: I hinted it once or twice.
Scarlett: If you want him to understant what you mean, you have to shout it loud and clear, not hint.
Victoria: You're probably right... 
Victoria: Maybe I'll try. 
Scarlett: I know it may be tiring, but don't give up so easily. You make a lovely couple!
Victoria: Thanks! "
13727864,"Riley: did you get that dress?
Adie: no why?
Riley: well don't
Riley: I found it at another store
Riley: and it's on sale!
Adie: OMG
Adie: how much
Riley: 350
Adie: Gees! hats half the price
Riley: I know
Adie: can you have them put it away for me
Riley: sure
Riley: I can just get it for you
Adie: Really? 
Riley: oh come on I'm not that poor!
Adie: it's not that! 
Adie: It's a lot of money
Riley: not a prob
Riley: just give it back! :P
Adie: Of course!
Riley: what size?
Adie: a medium
Riley: ok off to the check out
Adie: thank you! "
13728530,"Juan: Hey, I was wondering how you were doing ✨
Linh: Oh hey!! So happy to hear from you
Linh: Not bad actually, I've just returned from the festival in San Sebastian
Linh: I was interpreting for Chinese celebrities 🥇
Juan: Oh wow how did it go?
Linh: Well it was stressful as fuck to begin with
Linh: But some people were really nice and I'd even say supportive. I made a few weird mistakes but everyone pretended nothing had happened
Juan: Good!
Linh: Yeah. I even appeared on Chinese TV and my mother called me to greet me because I had become a celebrity in my own right LOL
Linh: In case you wanna have a look <file_other>
Juan: Sure!!
Juan: OMG you look terrific!! A celebrity in her own right!!
Linh: 🧙‍♀️ I know, right?!
Linh: Anyway, how have you been?
Juan: Oh well boring stuff actually
Juan: I got a bike which I'm very fond of and that's basically it
Juan: <file_photo>
Juan: You know, it's much more common here to cycle than it is in Spain. A real pleasure - although we're not so far from Chinese levels of pollution
Linh: Omg really?! My mother never leaves home just in case
Juan: Ehem well sorry for exaggerating
Juan: Wait
Juan: <file_other>
Juan: Yeah, I've committed a gross exaggeration but still, you can clearly see on the map how Poland fares compared to Western Eurpope
Linh: Mmmmm yeah could be better... So weird that the air in London is much much cleaner than in Warsaw
Juan: And than in Tokyo... I've spent the entire afternoon over this map yesterday
Juan: It's air pollution in real time... I love it 😻
Linh: I don't know if you've noticed, but in China there are many place where air pollution is 999 - which probably means 1500 but they only have 3-digit numbers... Horrible
Linh: In my city it's ""only"" around 750 🤩😨
Juan: Mmmm sounds like your mother is going for a nice walk this evening
Linh: lol RIP ⚰️"
13730934,"Grant: Did you see what that crackpot president said today?
Sue: No, haven't had time to look at the news.
Grant: Something about this Saudi thing and the prince probably being innocent. What a moron.
Sue: OMG...
Grant: The guy is just a joke!
Sue: He is, I can't believe he got elected!
Grant: Neither can I...
Sue: He certainly isn't doing much for the country's morale.
Grant: All he does is stir up hate.
Sue: Yep. It's sad.
Grant: Very sad.
Sue: And we can't eat lettuce anymore...
Grant: What?
Sue: Romaine lettuce gives you ecoli.
Grant: Okay then...
Sue: LOL just reading the news now...
Grant: Didn't see that!
Sue: Yep. 
Grant: So much for my all lettuce diet!
Sue: NOT! 
Grant: Exactly! LOL!"
13680578,"Katie: Tori! Why didn't you answer your phone?!
Tori: Sorry sorry! I was at the doctor's!
Katie: ok ok, that's fine. So tell me!! how was the date?
Tori: oh god. I don't wanna talk about it. 
Katie: oh come on. You promised!
Tori: haha well what do you think it was like. I don't wanna talk about it. That should give you a big hint. 
Katie: god, it was that bad?
Tori: uhh yeah, it's tinder, what did you expect?
Katie: yeah, well I know. but I mean, it's still regular people. And the guy seemed nice in the pics. 
Tori: haha yeah yeah, but pics are one thing.. He was so fucking boring. I think that was the worst part.
Katie: yeah but boring doesn't automatically mean that it's bad 
Tori: well, it kinda does when you're me and don't know how to get out of the situation
Katie: haha well I just think your standards might be a little too high 
Tori: lol. my standards are too high cause I don't want someone boring?!
Katie: well nooo, but  I think you should give someone another chance, and not cross them off just cause they came off as boring in the first meeting. Maybe he was just shy!
Tori: oh god. yeah. that's for sure. 
Katie: see, so there ya go. 
Tori: yeah, but if you're so shy and like afraid of me, to the point where I have to keep up the entire conversation, that gets pretty exhausting pretty quick. 
Katie: mm yeah, I know what you mean. but either way, I think you could give him another chance.
Tori: ha, ok. I'll think about it. but just for you, and cause you asked nicely. 
Katie: hahaha ok, thanks, that makes me very happy :)
Tori: what are you doing this weekend? wanna hang out?
Katie: mmm yeah, I think I'm pretty free on saturday. 
Tori: sweet. Ok, I'll call you later. maybe we can go dancing or something!! :D"
13594130-1,"Andrew: So what did you mean?
Tom: When?
Andrew: Today, when you said you need two days off the beginning of next month.
Tom: Oh, I’ve just bought plane tickets to Manchester, going to watch a football game, so it’s all settled.
Andrew: …
Andrew: Are you kidding me?
Tom: What? Why?
Andrew: I have a very important exam and I have to go home. It can’t be both of us having two free days.
Tom: Sorry man, you should’ve said something.
Andrew: When?? All of a sudden you walk in the office, saying “hey guys I need some days off cause I already got the tickets”, you think it’s normal?
Tom: I made a spontaneous decision, you could’ve planned your exam in advance, right?
Andrew: No, I didn’t know the exact date until last week.
Tom: Aaaand it was the time to call our manager and talk about it.
Andrew: Didn’t expect someone can behave like that. You have any idea what that means to me?
Tom: I’m really sorry, I had no idea!
Andrew: I bet you are...
Tom: It's your problem, that's the reality.
Andrew: Great, you have anything brilliant to say, genius?
Tom: Calm down.
Andrew: ;/ I'm not going to leave it like that."
13681999,"Dorothy: Wanna dish?
Caroline: Always!! :D
Dorothy: Peter told me that George wanna split up with Jane.
Caroline: For the fifth time.... -.-
Dorothy: He told me this time it's for real.
Caroline: Yeah, right :D I don't believe it for a sec
Dorothy: Well, I dunno, they seemed pretty bored with each other lately.
Caroline: you think?
Dorothy: Yeah, don't you remember Michael's party?
Caroline: what about it?
Dorothy: They spent the whole party separately and they argued before they left....
Caroline: Oh, you're right! I forgot. 
Dorothy: Peter told me Jane might have someone on the side
Caroline: no way! It's just George being paranoid as always
Dorothy: well, I heard George looked at her messenger and found some messages...
Caroline: get out!!
Dorothy: I swear :D 
Caroline: If he found some messages why didn't he break up with her immediately?
Dorothy: you know how he is. He has to be sure, not to make any mistakes...
Caroline: LOL, so what's he gonna do, hire a detective to prove it? :D
Dorothy: hahaha I wouldn't be surprised.
Caroline: Oh, I think it's time they broke up. Every trip with them equals drama
Dorothy: Yeah, it would be weird though... Them being not together
Caroline: yeah, how long has it been? 7 years?
Dorothy: Something like that.. Freaky.
Caroline: Yeah.. keep me posted!
Dorothy: will do! xoxo"
13820330,"Toby: any plans for today?
Matt: not sure
Luke: same here
Toby: so you're free to play some Diablo?
Matt: sure
Luke: what? accepting already? just like that? without any negotiations? booooring ;)
Toby: but first I need to make dinner
Toby: and before that need to get home :P
Matt: not sure how to name my wizard...
Matt: Jace sounds a bit cheesy, don't you think?
Luke: still better than Gundalf :P
Matt: what difficulty did you choose for your HC char?
Luke: start with normal, so you won't be as stressed about dying
Matt: too easy
Matt: expert is the minimum
Luke: don't forget that you won't have access to the paragon levels and the special ring in HC
Matt: already got to 34 with my monk, so that's not a problem
Toby: expert is fine
Toby: I switched to master later
Matt: yeah I'll switch as well when I'll have more skills available
Toby: there was no situation when my HP dropped to an alarming level on expert
Matt: gah, my barbarian almost got killed at level 6
Luke: on expert or on master?
Matt: expert
Matt: running without a shield on HC is a stupid idea
Luke: just face it, you lack the will of the barbarian :P
Luke: stick to your ranged classes and leave the axes wielding ones to me ;)"
13729840,"Philip: Hello beautiful
Mary: heyyy
Philip: you look so beautiful in in your profile pic
Philip: you look good enough to eat
Mary: ok...
Philip: youre just so hot
Mary: uhhh thanks???
Philip: I just thnik youre beautiful
Mary: thanks
Philip: youre not being very nice
Mary: excuse me?
Philip: you could say something
Mary: there's reallyu nothing I can say
Philip: you could tell me I'm cute
Mary: ????
Philip: yeah, you could be nice and answer with something nice!
Mary: I really don't know what to write to you 
Mary: this conversation got very weird
Philip: yeah you grils don't know how to be nice
Philip: you're all the same
Mary: ??? what the hell
Philip: <file_photo>
Mary:  a dick pic! really 
Mary: Ok Im out of this conversation
Philip: yeah well fuck you! "
13829698,"Kate: Hi, when exactly are you coming back from Scotland?
Kate: Cause the last weekend of July is Audioriver and they say it's not the best date for a bachelor party...
Ann: Damn, we're coming back on the 23rd of July 
Ann: or maybe up to 2 days later, if it isn't windy enough...
Kate: :(
Ann: OK, if the last weekend of July isn't a good option, maybe the first weekend of August?
Ann: It's still two weekend to the wedding so it's rather safe
Kate: yeah, OK, that's a good thought
Ann: Most of the things are already done, so you won't have that much on your mind
Ann: And it would be a good idea for you to go somewhere and relax before the wedding.
Kate: OK, I'll look into it
Ann: Cause for you it absolutely has to be the same weekend as the bachelor party, right?
Kate: Yeah... 
Ann: OK, don't worry, we'll think of something!
Kate: Thank you. :*
Ann: Oh, come on, I'm just sorry that our cruise can screw some plans for you...
Ann: I was sure it was a safe distance from the wedding and we could go without causing any problems
Kate: Ann, it's not a problem :) Really.
Ann: OK, then, let me know what the guys say about the first weekend of August.
Kate: Will do :*"
