id,dialogue,summary
13828629,"Gabrielle: I asked you about sth
Marty: Whatya mean?
Gabrielle: You were supposed to take care of my cat while I was away
Marty: Which I did!
Gabrielle: It doesn’t look like that…
Marty: Listen, I know I’m not very good with keeping places clean…
Gabrielle: It smells like hell! No food in the bowl! And Snowhite has a rainy nose!!!!
Marty: Lol I haven’t noticed that.
Gabrielle: It’s another situation in which you disrespect me, you don’t listen to what I say and you don’t seem to care about it all in any way!!!
Marty: Don’t go there, you’re exaggerating again, as usual
Gabrielle: Stop blaming me for everything!
Marty: It’s just common sense.
Gabrielle: It ain’t me who can’t even remember the date of our first date!
Marty: I’m not going to celebrate it every month, it’s stupid
Gabrielle: So I’m stupid, huh
Marty: I haven’t said anything like that, calm down!
Gabrielle: It basically means the same to me
Marty: Many things mean sth to you but not to anyone else.
Gabrielle: You know what, I’m done, I’m not going to listen to those ratty comments of yours, I deserve someone who will treat me right
Marty: Like hell you do! Go on, find someone else, nobody will accept your behavior like me…
Gabrielle: You’re just an arrogant bastard, that’s it
Marty: Maybe I am, arrogant and much happier without you.
Gabrielle: So that’s it, just like that?
Marty: It’s basically what you want, right? That’s what you said
Gabrielle: Goodbye, you were a terrible mistake…","Gabrielle is disappointed because Marty didn't take a good care of her car, Snowhite. Gabrielle found her place dirty, the cat sick, and its food bowl empty. They argue about their relationship and break up."
13820121,"Ava: Going to Europe this summer
Ava: With my parents
Olivia: Nice! I have never been to Europe 
Ava: Really? This is my second time! 
Joe: Ive only been to London 
Joe: and scotland hahah
Ava: You guys should go there!
Joe: Yeah Id like to go to Southern europe
Joe: Like Italy, Spain and Greece
Ava: Ive been to Italy
Ava: Greece sounds like a dream 
Olivia: Theres so many places to see! 
Olivia: But I would start with the very white people places haha
Joe: Like Paris, London? 
Ava: Its so annoying, like so many North Americans go to England and Paris
Ava: Like there's nothing else to see
Ava: My cousins from Europe go to like Turkey Greece Malta
Ava: Like not white peoples places haha
Joe: I agree 
Joe: Its quite lame to go to only London and Paris
Joe: Theres so much to see 
Olivia: If I had to go to Europe 😅
Olivia: I would start with London and Paris haha
Ava: Fair enough haha 😅",Ava is going to Europe with her parents. Joe would like to visite Southern Europe. Olivia has not been and would like to go to London and Paris. 
13829763,"Oliver: i'm leaving tomorrow at 8am, I have to say good bye to you
Erik: and next week?
Oliver: it's my last evening
Erik: oh shit
Oliver: come tomorrow morning at the station for 8:30 am, my train leaves at 9 am. We'll have time to say good bye
Erik: ok I'll see
Oliver: tell me
Erik: l'll tell  you
Oliver: I'm so happy to met you. I'm at the station, if you have time to come ( and if you want to) you may come. I'll miss you
Erik: bro, i'm so sorry. I can't come. I'll miss you too. Send me some news pls
Oliver: ok don't worry. I'll let you know how is my new school, and we could meet during holidays
Oliver: i have been accepted with honours
Erik: too proud of you man!
Erik: so good you may realize your dreams
Oliver: thanks
Erik: that's normal. Did you find an internship?
Oliver: yes in an hotel
Erik: how many stars
Oliver: 4! not bad
Erik: yes it's very good for internship
Oliver: yes 😀
Erik: we'll find a way to meet again
Oliver: yes don't worry
Erik: yep","Oliver is leaving tomorrow morning, unfortunately Erik is not able to meet him at the station to say goodbye. They plan to meet up in holidays."
13816573,"Nina: I am so excited about our trip!!
Anna: yeeey
Anna: Have you packed yet?
Nina: I am rolling around with all my clothes on the bed and on the floor ^^
Anna: haha same :D
Nina: How many pairs of shoes are you taking with you?
Anna: are you gonna judge me
Anna: if I say 4?
Nina: haha good I got 3 and I really want to take another pair
Anna: dont be shy :D
Nina: is your dad still driving us to the airport?
Anna: shit I forgot to mention that
Anna: no, unfortunately he's busy :/
Nina: I'll ask Manny then
Anna: since when he has a car?
Nina: since yesterday :D
Anna: then he must be dying to give people lifts :D
Nina: yeah :D
Anna: good ask him and let me know
Nina: Ok!",Anna and Nina are going on a trip together. They are packing. Anna's father is too busy to drive them to the airport but maybe Manny will do it.
13818087,"Joanna: I changed my fb pic and some of my fb 'friends"" started to hate me :(
Matt: how many friends have u got?
Joanna: about 2000
Matt: isn't normal then?
Joanna: yeah, but these r pple who can be my clients...
Matt: so why do u have them on fb?
Joanna: because I post a lot about what I'm doing also on my private fb
Matt: I see, but then u have to be neutral if it comes to politics I guess..
Joanna: I can't, I really hate this government!
Matt: me2, but for now we have to live here
Joanna: but it will be worst and worst....
Joanna: they're destroying evetyhing! just to buy some votes
Matt: I know, but pple in this country r so stupid that can't see it
Joanna: Indeed, even normal pple, with a degree who can be my clients...
Matt: well posting about politics is always risky...
Matt: u never know what can happen....
Joanna: true...
Joanna: I'm afraid it is not only posting
Joanna: coz they can also yr events on fb... 
Matt: i think u can hide yr events list
Matt: look <file_other>
Joanna: great! I will do it now!
Matt: ok, good luck!
Joanna: thx <3 ","Joanna changed her fb picture and some of her facebook friends started to hate her. She has about 2000 friends, including potential clients. Joanna and Matt hate this government. Joanna will hide her events list. "
13731332,"Alice: And what did u do?
Mark: Well, I had a plan in this network <file_other>, but then decided to change to this one <fole_other>.
Alice: Y?! Heard the reception's really bad!
Mark: Just a myth. Where I live it's fine. The same with where I work. 
Alice: And if u travel around?
Mark: Haven't really done that, but will see. Bt their plans are absolutely amazing!
Alice: Hm?
Mark: And what's best?! U can tailor it to ur needs!
Alice: How?
Mark: Imagine u don't use mobile data...
Alice: Yeah, right ;) 
Mark: Just for the sake of it ;) bt u send a lot of texts and talk from time to time on the phone.
Alice: That's so the 90s :P
Mark: Lol. U can choose unlimited texts and unlimited minutes or a given number of minutes and they'll calculate ur monthly plan.
Alice: That sounds really nice. And irl?
Mark: What do u mean?
Alice: Well, I use a lot of mobile data and send tons of texts, but don't really talk that much on the phone.
Mark: That's not a problem! As I said - tailored!
Alice: Right. What about family plans?
Mark: Have no idea. Idk if they have any.
Alice: Will check. Have to talk to my fam and see what they think.
Mark: Sure. Do that. IMO it's really worth it.
Alice: So, TTYL?
Mark: Have a great day :)
Alice: U 2 :)",Mark changed a network. He's satisfied with the reception. The network can be tailored to one's needs. Alice is going to check if they have family plans.
13828676,"Abdul: It wasn’t fair
Erma: What?
Abdul: The way you behaved today at the dinner
Erma: I just told my parent what’s wrong, they asked, that’s what people do, Ab
Abdul: First of all, not everything needs to go through your parents
Erma: Yes it does, I really value their opinions
Abdul: Mhm I don’t think it’s normal
Erma: Maybe you’re not normal
Abdul: Yes, if it’s weird that I think adults should discuss their shit together, without other people
Erma: But it’s family!
Abdul: That will gossip about it with the rest of your great family and all the neighbors for the next week or more
Erma: Seriously… You’re insulting my family now, it’s getting better
Abdul: SECOND OF ALL, the way you did it was not fair
Erma: Like what?
Abdul: I was sitting next to you, with your parents who hate me and you just threw all those things at me, I didn’t even know about them and I felt like I should explain myself
Erma: Well you should have
Abdul: WHAT!!
Erma: My parents can help us with our problems, hun
Abdul: No they can’t, they’re not objective!
Erma: Whaaaat
Abdul: They’ll always defend you, that’s obvious!!!
Erma: I’m not going to accept such words about my family, waiting for you to say sorry","Abdul and Erma are having a fight. According to Abdul, Erma's parents hate him, and she behaved unfair, telling her parents about her relationship problems with Abdul, when he was sitting right next to her during family dinner today. "
13728018,"Liam: I am looking for a gift for mum for her birthday
Eva: Do you have any ideas?
Liam: <file_photo>
Eva: not a scale!! for a woman struggling with her weight, come on
Liam: Oh, right. then I don't know
Eva: Maybe a weekend in spa?
Liam: Could be!
Eva: <file_other>
Liam: That looks really good!
Eva: a bit expensive though
Liam: we could ask some other people to chip in, aunt Stella?
Eva: That's a possibility
Liam: or
Eva: ?
Liam: <file_other>
Eva: her favorite theatre <3
Liam: So which option?
Eva: I would go for the theatre tickets cause it could be just for us
Liam: Okay
Eva: <file_gif>",Liam is looking for a present for his mother's birthday.
13828897,"Donna: Hey, Klara:)
Klara: Hi, Donna, how are you?
Donna: I'm fine. You?
Klara: Never better.
Donna: So, what's up?
Klara: I wonder if we could meet for a coffee or something?
Donna: Sure, we can.
Donna: Where and when?
Klara: I was thinking about tomorrow, 10 am?
Klara: Starbucks around the corner?
Donna: Sounds good to me.
Donna: No, wait. Got something here. After lunch?
Klara: No problem. 2 pm then?
Donna: Yep. I'll be there.
Klara: Perfect. See you tomorrow then.
Donna: Hold on a second, dear!
Klara: I'm here.
Donna: You've got to give me a hint what's it all about?
Klara: Just want to ask you about something.
Klara: Personal, kind of.
Donna: Fine. Let's wait till tomorrow then.",Donna and Klara will meet tomorrow for a coffee at 2 pm. Klara wants to ask Donna about something personal. 
13828238,"Ellie: Aly! how's it going?
Alyssa: hi! I'm slowly getting used to the new place
Ellie: we miss you here
Alyssa: I miss you all as well
Ellie: come back then :P
Alyssa: you know I can't :)
Alyssa: not yet anyway
Ellie: I know...
Ellie: so how is it living in a new country?
Alyssa: weird
Alyssa: the place is beautiful but I can't understand the language
Alyssa: and I'm constantly stressed that I'll do something inappropriate
Ellie: you're smart, you'll get used to it
Alyssa: I hope so
Alyssa: my work is providing me with languages classes
Alyssa: so it should be better once I start to understand more
Ellie: how's work btw?
Alyssa: can't complain
Alyssa: everyone is very helpful especially my manager
Ellie: that's good
Ellie: after all that work was the main reason you left
Alyssa: it still is
Alyssa: but seriously the whole place is really beautiful
Alyssa: you should definitely come and visit me when you'll have time
Ellie: I will","Alyssa moved out to a beautiful place, but she doesn't understand the language people speak there. She started a new job and attends language classes. Ellie will visit her some day."
13681789,"Claire: It was fun yesterday, how was the end of your night? Did you go anywhere after?
Max: It was really good!
Claire: I was really sick at like 4am. And I’m never sick.
Max: You should have eaten something!
Claire: I just went to sleep when I came back! And u?
Max: I just woke up, and I’m on the plane!
Claire: I had a terrible headache, but I'm fine now. Hangover was the worst thing that ever happened to me.
Max: You left us early. Where did you go?
Claire: Home.
Max: Ah. I think James went out after
Claire: Might be. He texted around 2, but I didn’t reply.
Max: 2am haha! Ah James 😂
Claire: So I see you on Wednesday, right? Where are you going?
Max: I’m back to work on Wednesday. I’m heading to Lanzarote 😎
Claire: That's awesome! Have fun!
Max: Thanks! I will.
Claire: In the meantime, I prepared a romantic dinner for Annie, but the final effect was terrible. Everything looked like shit, and it was cold. She was half an hour late 😂
Max: Haha the thought is what counts though, right?!
Claire: She's happy, all good 😂 tasted better than expected. Have a safe fun. Be a good boy.
Max: Haha I’m always a good boy 😀",Claire and Max went out last night. Claire was sick at 4am and she's hangover today. Max is on the plane to Lanzarote. Claire cooked dinner for Annie but it was terrible.
13730720,"Leslie: Hi Paddy, you going to the staff do tomorrow?
Paddy: Hi babes! Yeah, why the hell not?
Leslie: I know we're a lot of uncool oldies, though, but we can still party!
Paddy: That's PartTaaayyyy! By the way, Les😁
Leslie: Well, it's the Brasilia on the High Street, wasn't sure if you knew. How you getting there?
Paddy: Kirk is dropping me down at 7ish.
Leslie: Oh great, hubby is popping me there, you should see my dress, it's all black and sequined!
Paddy: I belt you look hot! 
Leslie: Well, I'm a 38 year old Mum, not sure hot is the word!
Paddy: Bet you look better than those students from English with their fake tans and HD brows!
Leslie: Yeah, what is it with young girls now, they all look like sex dolls, especially with those awful swollen lips!
Paddy: Agree love! The fake look is all the rage. My sister looks like the Tin Man at the mo with all that metallic contouring, yuck!
Leslie: How are things going with Kirk, all lovey dovey?
Paddy: Oh yes! 😍 Thinking about asking him to move in.
Leslie: You be sure, now, that's a big step!
Paddy: Yes, Mum! 
Leslie: Cheeky bugger! I'm only 12 years older than you!
Paddy: Yes, but you act much older! What's the food like at Brasilia?
Leslie: Not been there myself, but I've heard there's a lot of bbq meat on the menu, not so hot on desserts, though. Lots of Brazilian booze too!
Paddy: Sounds good! I feel like letting my hair down after the term I've had.
Leslie: Well, you've done so well! Hope Amy decides to keep you on! To be honest, Robyn is bloody hopeless!
Paddy: I know, but she's a bloody lovely girl, just no good with the kids!
Leslie: Anyway, must be off, see you tomorrow pet!  Bye!
Paddy: Bye!!","Paddy and Leslie are going to a staff function tomorrow in the Brasilia. Leslie's husband will drop her off and Kirk, Paddy's partner, will drop Paddy off. They think students wear too much make up. Leslie hopes Amy keeps her as a teacher instead of Robyn."
13612087,"Lucy: Hi Mum! Just trying to find a blouse to go with that skirt from you. But can't decide!
Mummy: Good morning my dear Lucy! Where are you?
Lucy: I was at Gap in High Street but couldn't find anything decent. I'm next door now, at Marlow's.
Mummy: Do you mean at Marrows?
Lucy: But of course! I've tried on five blouses and I think I look awful in each of them.
Mummy: Show me pls.
Lucy: Just a sec. So that's my favorite. Though still terrible, isn't it? <file_photo>
Mummy: Not bad. The others?
Lucy: <file_photo>
Mummy: The cream one. Can you put it on and move around in it, so I can see how it flows?
Lucy: D'you mean I shoot a video?
Mummy: If you can...
Lucy: May be tricky.
Mummy: Why don't you ask a floor assistant to film you?
Lucy: That's a good idea. Be back in a sec.
Lucy: <file_video>
Mummy: But it's superb! Just the style we want!
Lucy: But it's also the most expensive one. Well I like it too. In fact this one was my favorite.
Mummy: What fabric is it?
Lucy: Silk. So the price is adequate: 43$
Mummy: Let me get it for you. Just buy it and I'll give you the money back when you are at ours.
Lucy: Mummy you are lovely. THANK YOU!
Mummy: Love you!
Lucy: Love you too!!!","Lucy is in Marrows looking for a blouse to go with a skirt she got from her mother. She was at Gap in High Street but didn't find anything. She tries on several blouses and finally, after sharing a video with her mum, decides to get a cream silky one for 43$. Her mum will give her the money back."
13715968,"Bruno: Hey guys, would you fancy going to the Prado tomorrow?
Alba: Hey handsome. Sure, I have the evening off tomorrow, so can join you. After 17:30 I'd say
Anton: Sounds good. 5.30 is fine by me
Bruno: Cool. Shall we say 5.30 at the main entrance then?
Anton: Yep
Alba: Oh fuck me, I forgot I might have to stay a few hours longer (long story involving my much-hated boss ⬛)
Anton: The most hated of bosses
Alba: 💩
Bruno: Are you sure you'll have to do these extra hours?
Alba: Well, the worst thing is that I can't ever be sure of anything in this so called ""job"". It's the most ridiculous thing that's ever happened to me, to be honest
Anton: Well, me and Bruno can go to the museum together and if you can't make it, you can always join us for drinks after
Bruno: Please do!
Alba: OK, I'll let you know as soon as I know what's happening. Be informed though that uncertainty can last for quite a while, as it usually does
Bruno: No worries, we'll be close to where you work anywhere. I assume it's still in Chueca?
Alba: Yeah, we've moved to a smaller office (decay!) but it's still in Chueca
Anton: Cool. Can I say that I'm even more excited for the drinks with you two than for the museum? What are we even going to see? 😂
Bruno: lol that's kind. I don't know 😂
Alba: oh lol
Bruno: Ha ha ha. Well, quite obviously I'm also more interested in those sublime gin & tonics we're going to have, but I was able to check what's new at Prado. Turns out they have this exhibition about life and death in Spanish baroque painting or something like that
Alba: That's what I call a specific description
Anton: Exuberant, rich in detail, almost as if Bruno has single-handedly ERECTED the façade of a baroque church before our eyes
Bruno: 🍆💦
Alba: 😹😹😹 Guys, I think I have to go back to work. I do hope to see you tomorrow
Anton: Yes please
Bruno: @Anton, I'll see you tomorrow at 5.30 at the main entrance then
Anton: Yes sir
Bruno: Cool
Alba: Bye guys xx","Bruno wants to go to Prado tomorrow. Anton can go at 5.30, but Alba has to work longer. Anton suggests Alba can join them for drinks after to which Alba agrees. The exhibition in Prado is about life and death in Spanish baroque painting."
13828563,"Noah: hello
Tom: hi! what's up?
Noah: you're still into board games?
Tom: yeah nothing changed
Tom: why?
Noah: I'm looking for a gift for a friend
Noah: I know he's recently got into board games so maybe you could recommend something?
Tom: that's a hard thing to do without knowing the person
Tom: there's so many genres
Noah: any recommendations would be nice
Tom: do you at least know if he has a game group?
Tom: with how many people he usually plays?
Noah: I think he plays mostly with his girlfriend
Tom: that helps
Tom: you can try Onitama for example
Tom: great two player abstract game
Tom: a bit pricey but the production is spectacular
Noah: will check it out, any thing else?
Tom: from the ones I played I could also recommend Patchwork, Jaipur or Hanamikoji
Tom: those are smaller, cheaper but still great games for 2 players
Tom: I'm pretty sure he'll enjoy any of them
Noah: thanks, now I have something to choose from
Noah: should be easier that way
Tom: no problem","Noah is looking for a gift for his friend. His friend is interested in board games, so as Tom. Tom suggests Onitama or Patchwork, Jaipur or Hanamikoji."
13820250,"Craig: Guys, have you got any travel plans for this summer? 🤔
Steve: I’m going to Spain for 2 weeks to teach kids soccer ha
Steve: You?
Craig: Don’t know yet
Craig: South America tour maybe
Craig: Or USA
Craig: Or Asia
Craig: Australia, New Zealand
Steve: I’ll take 2 weeks in October for some real holiday
Dirk: I really don’t know. Let’s go back to Miami!
Steve: Ha yeah. Really limiting it down there Craig 😂
Steve: Go to Colombia man 🇨🇴
Craig: I have to pick something
Steve: No better place
Craig: Yes. I want to go there actually
Helen: Craig, I have the same issues with finding a place to go
Helen: Sooo many options
Craig: Hey there Helen!
Steve: Cheap & fun. Really fun!
Susan: So much fun getting STDs. Don’t trust this man!
Craig: How are you Helen?
Craig: I might go to Colombia
Craig: Too many places worth visiting 😫
Helen: Yeah! I also thought about Colombia
Helen: Or Costa Rica
Helen: Or Cuba 😂
Steve: There u go. You guys are going to Colombia. That is sorted
Steve: 🇨🇴 🇨🇴🇨🇴🇨🇴",Steve is going to Spain this summer but his friends are still discussing where they could go. 
13680773,"Peggy: Hi Jane, I saw your question on the forum. Are u still looking for this book?
Jane:  Hi Peggy! Yes, I do :)
Peggy: I'll be in Belgium at the beginning of December so I could buy it here and give it to u then
Jane: OMG thx <3 just let me check the price
Jane: the thing is, I will probably need this book for my classes
Peggy: If you decide you want that I'll check the local store to see if they can deliver it
Peggy: So tell me soon if you want it
Jane: Sure!
Peggy: it wouldn't be a problem for them to deliver it by the end of November
Jane: so you live in Portugal right now, not it Brazil?
Peggy: Portugal, Lisbon to be more exact
Jane: Cool!
Peggy: I got married two years ago
Jane: Congrats :)
Peggy: You met my hubbie when we ran into you years ago in a shopping centre
Jane: I had a feeling that it's a serious relationship
Jane: Look, how about we hang out when you'll be here?
Peggy: Totally!
Jane: I'm moving in with my boyfriend, it's not a marriage but it gets pretty serious :)
Peggy: Oh, nice :)
Peggy: And hanging out sounds nice!
Jane: Will you have time for it?
Peggy: I'll have a free week so I'm pretty sure I'll find so time
Jane: OK, so by the end of November write me to schedule sth
Jane: there are some cool places to go to
Peggy: I don't know your town so I'll go wherever you'll drag me ;)
Jane: :)
Peggy: Don't forget to tell me if u want that book or not
Jane: Sure!
Peggy: I have to get going, kisses!",Peggy can give the book to Jane when she travels to Belgium at the beginning of December. Jane will let Peggy know if she wants the book. Peggy will write to Jane at the end of November to schedule their meeting.
13829077,"Jasper: <file_other>
Jasper: omg i need to play it right now xd
Ivan: ohhh
Ivan: yeah me2 ofc but the time...
Ivan: we're not in high school anymore :(
Jasper: fuck that :D
Jasper: you waste your time anyway
Ivan: no i don't
Jasper: doing useless things like working for example
Ivan: yeah right
Jasper: so ready? what are you gonna play? shaman or warlock?
Jasper: <file_other>
Ivan: ehh
Ivan: you?
Jasper: hunter or warrior can't decide ;/
Jasper: think i'll try sth new, i've always played the warrior
Ivan: cuz warrior's amazing :P
Jasper: fuck i know...
Ivan: i'll go shaman
Jasper: deathbringer? :D
Ivan: ofc xd
Ivan: let's look for a good server
Jasper: hahahaha
Jasper: :D
Ivan: goodbye free time
Jasper: :P",Jasper and Ivan are going to play an online game together.
13810007,"Rob: So how's the cat?
June: fine I guess
June: <file_photo>
June: the vet said she's gonna have to wear that for 10 days
Rob: 10 days? yikes? what ca I do to help?
June: I don't think there's anything
Rob: you sure?
June: yeah
Rob: well if you think of anything
June: you busy on thursday?
Rob: no why?
June: maybe you could take us to the vet?
June: for a control visit?
Rob: see there is something I can do :P
June: please :) 
Rob: Sure
Rob: what time?
June: around 6?
Rob: 6 am!!??
June: god no, 6pm
Rob: Sure",June's cat has to wear that for 10 days. Rob will take June and her cat to the vet on Thursday at 6 pm. 
13829157,"Harry: Megan, where are you.
Megan: Just cruising around in my new car.
Harry: You kidding, right?
Megan: I never kid. Why?
Harry: Grandma invited us for dinner tonight.
Harry: Don't tell me you forgot. Again!
Megan: Gee! Must have skipped my mind.
Megan: What's the big deal, anyway?
Harry: You know that grandma doesn't like when we are late.
Megan: I know. But frankly, I'd rather skip.
Harry: Megan, you know we can't do that!
Megan: Let's try for once.
Megan: She doesn't even like me and her food is lousy.
Harry: Megan, please!
Megan: But you agree, her food stinks.
Harry: Stinks?
Megan: Not literally, silly! It's no good.
Harry: Agree, not a culinary masterpiece. Usually.
Megan: She doesn't use any spices.
Harry: Well, we must go anyway. So, please hurry!
Megan: Fine. I'll hurry, Harry.","Megan forgot about grandma's invitation for dinner tonight. She would rather skip it, because she doesn't like grandma's food. She doesn't use any spices. Eventually, Megan and Harry will go."
13810124,"Sidney: Have you heard that Alice's birthday's coming?
Oliver: Yeah. In 2 weeks time.
Sidney: Right. Are we doing something? 
Oliver: What do you mean?
Sidney: A birthday party, of course! 
Oliver: Oh. I don't know if she'd like that.
Sidney: Y? 
Oliver: Well, she tends to keep to herself, so I assume she's not the outgoing type.
Sidney: Maybe you're right. 
Oliver: But what can we do except for a party?
Sidney: Well, we can take her to dinner? 
Oliver: Not bad. Do you know what food she likes?
Sidney: Not really, no. 
Oliver: Me neither. Anything else?
Sidney: Coffee? 
Oliver: Nah. That's dumb. Maybe cinema?
Sidney: Anything on at the moment? 
Oliver: Don't know. Will check.
Sidney: Okay.  
Oliver: There's a horror, a romantic comedy and a bio on now.
Sidney: She's afraid of horrors, recently broke up with Mark and who's bio is it? 
Oliver: Winston Churchill...
Sidney: She wouldn't like that... 
Oliver:  Got a great idea! She's always very artsy and likes to talk about that kind of stuff, right?
Sidney: Yeah. She just can't shut up about it. ;) 
Oliver: Let's take her to the impressionist exhibition! They'll be in town next week.
Sidney: That's a great idea! 
Oliver: And we can grab some coffee later and listen to her talk about it ;)
Sidney: Yeah, lol, listen to her talk about it! :)
Oliver: So it's settled then!","Alice's birthday is in two weeks. She's not outgoing, so they won't be throwing a party for her, but she likes art so Sidney and Oliver decide to take her to the impressionist exhibition and for a coffee."
13611466-1,"Ian: so you said you're up here for new years? What dates?
Chris: from the 27th dec to 3rd jan
Ian: 👍
Chris: And again for a week post Mardi Gras
Ian: Oh cool
Chris: 😘
Ian: I know you usually get a house with friends but you're welcome to stay here with us
Chris: Oh thanks darling but house booked at Suffolk Park for NY and another house booked on Skinners Shoot road in March
Ian: Too bad. Our place is huge
Chris: There's a stack of us and we book the same NY house every year
Ian: well at least we'll get to see you if you're around for a week
Chris: What you doing for new years eve?
Ian: same as you - going to the Tropical Fruits party
Chris: Cool. I'm thinking of organising a mini bus
Ian: We might be in that. I'll speak to Linda
Chris: the more there are of us, the cheaper it gets. And we avoid the RBT!
Ian: Leaving from your place in Suffolk Park?
Chris: yes. So either drive down to ours OR I can get the driver to pick you up at South Golden Beach
Ian: having drinks at yours before the party?
Chris: probably. No yes, definitely
Ian: Ok count us in. We'll drive to yours
Chris: ❤️",Chris will be up there from 12/27 to 01/03 and for a week post Mardi Gras. He has already booked the houses. He usually gets a house with friends. Chris and Ian are going to the Tropical Fruits Party for New Year's Eve. They want to go there by minibus. They'll have drinks at Chris before the party.
13829634,"Holly: Have you watched the last episode of You can dance?
Ute: Sure I did :D
Holly: And what do you think
Ute: About what xD
Holly: About Jordan!!! Did he deserve to be kicked off
Ute: Yea it’s weird I think there many people who performed worse
Holly: Exactly!! I’m angry right now xd
Ute: Haha I know you love him ;p
Holly: My Jodi T___T
Ute: Comon you will find someone else to admire, as always xd
Holly: Nooo no one can replace Jodiin my heart :*
Ute: Heard it so many times… you’re impossible o.O
Holly: It’s different this time, I will go find him
Ute: Sure, stalk him behind his house, sitting in the bushes
Holly: Haha know I’ll just knock and tell him I love him <3
Ute: He may have a girlfriend, you know that???
Holly: No, he broke up during the show, you don’t remember?
Ute: I’m not so up to date with all the information about You can dance participants looool
Holly: You don’t understand, you’re not alone
Ute: True, in such moments I think it’s a very god thing ;p
Holly: Anyway, how is it? Everything alright between you too?
Ute: Actually not, but whatever xd
Holly: Lol we need to talk about it, Friday and wine??
Ute: ….aaaaand TV shows, I’m in :D",Holly and Ute watched the latest episode of You Can Dance. Jordan was kicked off. Holly and Ute will meet on Friday to drink wine and watch TV shows.
13729080,"Jessica: Did you write a prv mssg to Nate?
Lucy: Yeah, why?
Jessica: Don't you have your own bf to write to?
Lucy: what's the matter with u? We were just talkin
Jessica: Yeah, I know your JUST TALKING crap, cut it
Lucy: Srsly Jess, get some help
Jessica: I don't need to. I just need you to stay out of my relationship
Lucy: You won't tell me what to do, lol
Jessica: is that some kind of sport for you? To catch all the unavailable guys in town?
Lucy: YOU'RE CRAZY!
Jessica: That's all you've got to say???
Lucy: Nate and I were friends long before you guys started dating and will be friends long after you break up xD
Jessica: what did u say just now?
Lucy: i don't see any reason not to talk to him, he's my friend and your stupid jealousy is just hilarious
Jessica: I'll tell everyone what you did to Troy
Lucy: What is this, preschool?! You're pathetic
Jessica: I don't care, I have to protect my relationship
Lucy: hahaha, you're a nutcase, ppl will laugh so hard when I show them this conversation
Jessica: Screw you
Lucy: Right back at ya",Lucy wrote a private message to Nate. Jessica forbids her from writing to him. Lucy and Nate were friends before Jessica started dating him. Lucy will be in touch with Nate anyway.
13612160,"Oliver: So Mike, what's the story with Manchester Utd?
Mike: What do you mean?
Oliver: They are playing rather shit.
Mike: Shall I remind you about Liverpool?
Oliver: Look, it matters now.
Mike: What did you Liverpool supporters say about Manchester Utd in 1993?
Oliver: What?
Mike: That you guys will never win as many trophies as us.
Oliver: Its comeback time!
Mike: Mate! Comeback? Its not April Fools day! Ha, ha!!
Oliver: Shut it!
Mike: Liverpool always falter in the end.
Oliver: This time it won't happen.
Mike: Wanna bet?
Oliver: How much?
Mike: 200zł
Oliver: Easy money
Mike: For me, not you.
Oliver: Idiot!!
Mike: Your the idiot.",Mike supports Manchester United. Oliver supports Liverpool. Mike wants to bet with Oliver that his team will win the trophy. 
13820735,"Max: did you already watch the finale?
Henry: did it yesterday
Daniel: finished it this morning
Daniel: I was afraid you would spoil something as you tend to do :P
Max: and?
Henry: honestly? a bit disappointing
Henry: looking at the whole season and the past few episodes I was expecting way more
Max: me too but it wasn't that bad
Henry: I didn't say it was bad, just that I was expecting more :P
Daniel: any news on the next season?
Daniel: did they get renewed?
Max: yes but this time we will have to wait for a whole year
Henry: that's one of the problems of the finale
Daniel: what do you mean?
Henry: if you think about it, you can see that they didn't knew what direction to take
Henry: I believe they didn't knew if the show would be renewed so they had to settle for a semi-open ending
Henry: and that hurt this finale
Daniel: yeah, seemed that way
Daniel: but for me it was good anyway
Max: the whole season was one of the best without doubt
Henry: let's hope they'll keep improving in the next one","Max, Daniel and Henry have watched the season finale of a series. Henry was disappointed by the finale. Daniel and Max rather liked it. Max liked the whole season. The series got renewed and will air next year. Henry thinks the finale was hurt by the uncertainty of the series' renewal at the time."
13728044,"Ryan: May decided to postpone the vote on the Brexit deal
Sam: really? why?
Ryan: I think she wants to get some extra time for campaigning 
Ryan: although they suggest she may want to negotiate again
Sam: I don't think Europe would agree
Ryan: oh, I'm sure Europe won't
Sam: so it's quite silly
Ryan: So we're heading for the hard Brexit
Sam: it seems so
Ryan: the pound plummeted after the announcement 
Sam: I'm not surprised
Ryan: but maybe it would be even worse after the vote
Sam: yes, she had no chance to win it
Sam: it has grown like a snowball against her
Ryan: I'm pretty sure she'll be out of the office soon
Sam: do you think she'll resign?
Ryan: I think the Tories will topple her soon
Sam: a rebellion?
Ryan: haha, rather a dirty coup d'état
Sam: by the conservative wing?
Ryan: yup, the dirty nationalists",Ryan claims that May's decision to postpone voting on the Brexit deal will buy the PM an extra time for campaigning. Ryan and Sam agree that there'll be the hard Brexit. Ryan supposes that the Tories will topple May soon.
